车站ID,名称,路线,序号,经度,纬度
BV11275350,意式风情区,645路,4,117.196142,39.135358
BV10040419,百货大楼,645路,5,117.191133,39.131589
BV10040421,荣业大街,645路,6,117.185791,39.129936
BV10041077,南市食品街,645路,7,117.185646,39.134768
BV11211763,南门,645路,8,117.183113,39.137096
BV09247246,西南角地铁站,645路,9,117.174527,39.137392
BV10041375,黄河道西南角,645路,10,117.170145,39.13752
BV09011927,广开四马路地铁站,645路,11,117.162003,39.137688
BV10041380,黄河道桥,645路,12,117.156685,39.137745
BV11427478,长虹公园地铁站,645路,13,117.152237,39.137779
BV10042871,临潼路,645路,14,117.145412,39.137802
BV10041927,天泰小区,645路,15,117.13879,39.13844
BV10041926,小园,645路,16,117.138767,39.142856
BV10041371,安泽里,645路,17,117.136925,39.145329
BV10041370,芥园里,645路,18,117.13208,39.145302
BV10041369,宜君里,645路,19,117.122491,39.143344
BV11027444,津华西大街,645路,20,117.118997,39.140477
BV10041366,李家园,645路,21,117.114388,39.136665
BV10041593,东姜井,645路,22,117.107843,39.131277
BV10041379,福姜路,645路,23,117.102649,39.127264
BV10041364,溪秀苑,645路,24,117.096062,39.125706
BV10041974,金厦水语,645路,25,117.086556,39.125671
BV10041377,大地十二城,645路,26,117.083273,39.125768
BV10041376,假日风景,645路,27,117.078775,39.125421
BV10975935,中北大道站,645路,28,117.076295,39.126583
BV10403928,星光橡塑,645路,29,117.071704,39.135067
BV10976637,阜春河桥,645路,30,117.078918,39.137688
BV10644533,阜锦道金霞路,645路,31,117.083313,39.138092
BV11415376,曹庄新苑南门,645路,32,117.087929,39.138512
BV10743766,曹庄子花卉市场,645路,33,117.093819,39.136849
BV10040760,明珠花园,653路,1,117.306871,39.150703
BV10040759,昆俞路,653路,2,117.301757,39.149955
BV09133618,登州路程环道,653路,3,117.299002,39.148798
BV09053288,登州路崂山道,653路,4,117.300495,39.145326
BV10040757,登州里,653路,5,117.301957,39.141849
BV10040756,程林东里,653路,6,117.30365,39.137768
BV10040755,程林二村,653路,7,117.302132,39.135937
BV09053283,成林道程发路,653路,8,117.298668,39.135036
BV11392820,杨台,653路,9,117.29118,39.133111
BV09053286,香山道地铁站,653路,10,117.285713,39.13364
BV10041446,嵩山道,653路,11,117.284966,39.135418
BV10041444,冠云东里,653路,12,117.28207,39.139551
BV10041443,冠云西里,653路,13,117.278353,39.138897
BV10041272,盘山道,653路,14,117.276162,39.141348
BV10550139,凤岐里,653路,15,117.273641,39.141372
BV10041452,卫昆桥,653路,16,117.269263,39.148935
BV10041451,大众家园,653路,17,117.260452,39.150232
BV10041450,临营西里,653路,18,117.251727,39.149722
BV10041449,乐东南里,653路,19,117.248837,39.149714
BV10041448,玉山里,653路,20,117.243638,39.14989
BV10041453,秀山花园,653路,21,117.238225,39.150124
BV10041442,王串场六号路,653路,22,117.232726,39.150087
BV10041441,王串场三号路,653路,23,117.228147,39.149575
BV10040847,莹津里,653路,24,117.224049,39.148798
BV11427479,明溪里,653路,25,117.220582,39.152179
BV10733773,新大路,653路,26,117.211445,39.152248
BV10040523,小树林,653路,27,117.208077,39.149915
BV10040522,十字街,653路,28,117.204298,39.148535
BV10040521,望海楼,653路,29,117.196093,39.147566
BV10040520,通北路,653路,30,117.192436,39.148163
BV10041440,天奕商城,653路,31,117.189463,39.149676
BV10041439,金华桥,653路,32,117.183212,39.149826
BV10040259,三条石,653路,33,117.179733,39.153164
BV10040243,西于庄,653路,34,117.173875,39.166506
BV10040257,西沽,653路,35,117.172201,39.173694
BV10040244,丁字沽,653路,36,117.167179,39.177205
BV10040245,勤俭道,653路,37,117.163296,39.179074
BV10040247,丁字沽四段,653路,38,117.160078,39.180625
BV10040248,丁字沽八段,653路,39,117.155396,39.182869
BV11151857,丁字沽十三段站,653路,40,117.14949,39.185707
BV10044831,本溪路公交站,653路,41,117.144641,39.187267
BV10428895,绥中南楼,653路,42,117.142627,39.184888
BV10040790,本溪楼,653路,43,117.140824,39.182728
BV10043882,裕国楼,653路,44,117.139083,39.180691
BV09268422,竹山南道公交站,653路,45,117.137867,39.175584
BV10403542,浯水道公交站,656路(临时),1,117.260826,39.049698
BV10041461,怡林园,656路(临时),2,117.257921,39.050473
BV10041460,枫林路,656路(临时),3,117.258286,39.053474
BV10041459,泗水道桂江里,656路(临时),4,117.262262,39.053681
BV10041458,泗水道贵山里,656路(临时),5,117.267258,39.054215
BV10041207,玉峰花园,656路(临时),6,117.269238,39.055321
BV10041205,珠峰里,656路(临时),7,117.268341,39.058399
BV09019177,学苑路珠江道,656路(临时),8,117.269747,39.06433
BV11618785,天山里,656路(临时),9,117.269713,39.067976
BV10040441,灰堆南,656路(临时),10,117.283824,39.068746
BV10040440,灰堆,656路(临时),11,117.277309,39.071393
BV09196626,学苑北路地铁站,656路(临时),12,117.271649,39.073199
BV10040438,柳苑公寓站,656路(临时),13,117.265152,39.074745
BV11029362,复兴门地铁站,656路(临时),14,117.259813,39.077765
BV11430092,大沽南路洞庭路,656路(临时),15,117.253825,39.081362
BV10041464,滨河庭苑,656路(临时),16,117.253919,39.089306
BV10041454,滨河小区,656路(临时),17,117.258827,39.08791
BV10993216,富民路昆仑路口,656路(临时),18,117.263394,39.087795
